CountryName,CountryCode,Year,PopulationFemale,PopulationFemalePercentOfTotal,LaborForceFemale,LaborForceFemalePercentOfTotalLaborForce,LaborForceTotal,ProportionOfSeatsHeldByWomenInNationalParliamentsPercent
St. Lucia,LCA,1993,73162,50.9513064794696,27774,44.8213536455476,61966,NULL
St. Vincent and the Grenadines,VCT,1993,54098,50.0457922051491,16099,36.692041207038,43876,NULL
Sudan,SDN,1993,11366034,49.7872047967283,1625170,25.8083480399062,6297071,NULL
Suriname,SUR,1993,212370,49.2851026105764,45438,31.6231226424286,143686,NULL
Swaziland,SWZ,1993,484177,52.2742878612517,110776,40.8448003775644,271212,NULL
Sweden,SWE,1993,4411263,50.5962231759657,2138303,47.4896461478873,4502672,NULL
Switzerland,CHE,1993,3550220,51.1687009273907,1694777,43.2195977064843,3921316,NULL
Syrian Arab Republic,SYR,1993,6669063,49.183179024933,775731,20.1575851154253,3848333,NULL
Tajikistan,TJK,1993,2815133,50.1198992949184,923679,44.2178476232785,2088928,NULL
Tanzania,TZA,1993,14183326,50.4335503731332,6752684,49.758688908827,13570864,NULL
Thailand,THA,1993,29311097,50.330131671472,14344742,45.3341746563595,31642226,NULL
Timor-Leste,TMP,1993,405851,49.4656118254027,96582,32.91797601925,293402,NULL
Togo,TGO,1993,2081452,50.9985059041044,794786,47.2710424673683,1681338,NULL
Tonga,TON,1993,47107,49.3101787882594,12400,36.5286042538149,33946,NULL
Trinidad and Tobago,TTO,1993,624612,50.1934249965847,184764,37.5089070560124,492587,NULL
Tunisia,TUN,1993,4255998,49.6488401445755,609769,22.632915752501,2694169,NULL
Turkey,TUR,1993,28762227,50.7203638519903,5098302,26.6615368822314,19122311,NULL
Turkmenistan,TKM,1993,2021565,50.641458727724,578520,40.1389585601262,1441293,NULL
Uganda,UGA,1993,9657579,50.3584848203587,4116789,50.9211674693418,8084632,NULL
Ukraine,UKR,1993,27867569,53.4074182573954,12395041,48.5191776748795,25546684,NULL
United Arab Emirates,ARE,1993,715816,33.6401356666289,120786,10.6822957570097,1130712,NULL
United Kingdom,GBR,1993,29672630,51.4091165361021,12649565,44.0732873733598,28701206,NULL
United States,USA,1993,132260732,50.8853651565735,59216409,44.6894681500988,132506408,NULL
Uruguay,URY,1993,1638223,51.5463369324854,581549,40.2157985327138,1446071,NULL
Uzbekistan,UZB,1993,11067164,50.4382649157426,3102598,40.3600063897531,7687308,NULL
Vanuatu,VUT,1993,77783,48.6709549851703,34041,45.8730308461466,74207,NULL
Venezuela-RB,VEN,1993,10557335,49.6488806383222,2431945,31.3197933980194,7764882,NULL
Vietnam,VNM,1993,35334318,50.7352597237233,16901955,48.430947176831,34899080,NULL
Virgin Islands (U.S.),VIR,1993,55254,51.8439022537111,21217,42.0421670035271,50466,NULL
West Bank and Gaza,WBG,1993,1116795,49.3572751947873,58919,13.0621972442996,451065,NULL
Yemen-Rep.,YEM,1993,6926521,49.6591798262676,573993,18.588084957004,3087962,NULL
Zambia,ZMB,1993,4433276,50.4121588422004,1747420,47.3434181914338,3690946,NULL
Zimbabwe,ZWE,1993,5660420,50.2857368250485,2098013,46.2870840420861,4532610,NULL
Arab World,ARB,1994,119784749,48.9317570099836,14295722,20.425155889526,69990755,NULL
Caribbean small states,CSS,1994,3045830,50.4881082424366,1096371,42.2490325693309,2595017,NULL
Central Europe and the Baltics,CEB,1994,56638942,51.480787273047,23348146,45.6934342653303,51097374,NULL
East Asia & Pacific (all income levels),EAS,1994,933896090,49.2636680796702,443056321,43.9072346255712,1009073618,NULL
East Asia & Pacific (developing only),EAP,1994,831795788,49.1037830035848,401322300,44.308265894133,905750409,NULL
Euro area,EMU,1994,161980740,51.2360627857514,58322372,41.1327384209825,141790635,NULL
Europe & Central Asia (all income levels),ECS,1994,440242765,51.6576500264921,167593925,43.3791396898687,386346814,NULL
Europe & Central Asia (developing only),ECA,1994,123958477,51.5087030117554,44105359,42.8126374072571,103019485,NULL
European Union,EUU,1994,247603906,51.2592889406227,94391148,42.5901540575308,221626685,NULL
Fragile and conflict affected situations,FCS,1994,143830502,50.0147650506846,40065628,39.7327919643059,100837688,NULL
Heavily indebted poor countries (HIPC),HPC,1994,201441364,50.2566756755921,70164944,44.4143634716538,157978049,NULL
High income,HIC,1994,620340287,51.0590059661643,245783882,42.4739556229137,578669628,NULL
High income: nonOECD,NOC,1994,133853656,51.3215516011964,47961225,41.480033055178,115624853,NULL
High income: OECD,OEC,1994,486486631,50.987238791771,197822657,42.722143602276,463044775,NULL
Latin America & Caribbean (all income levels),LCN,1994,240916724,50.3884123792554,70963204,36.0862184290869,196649048,NULL
Latin America & Caribbean (developing only),LAC,1994,200763997,50.3407494972156,60041801,36.341312911339,165216381,NULL
Least developed countries: UN classification,LDC,1994,285480132,50.1096237910273,102809174,44.1318170290418,232959312,NULL
Low & middle income,LMY,1994,2160514915,49.3010620488198,747281373,38.8459547823147,1923704485,NULL
Low income,LIC,1994,182773778,50.4728394314932,70564659,46.6890005666225,151137660,NULL
Lower middle income,LMC,1994,1011699090,49.1113571283093,264619651,33.3271184006255,794006986,NULL
Middle East & North Africa (all income levels),MEA,1994,135611181,48.9129000282483,14400347,18.5116017832876,77790932,NULL
Middle East & North Africa (developing only),MNA,1994,122558259,49.4809356962668,12515938,18.572536226085,67389494,NULL
Middle income,MIC,1994,1977741137,49.1955122760475,676716714,38.1772186003892,1772566825,NULL
North America,NAC,1994,148501268,50.8151969068384,67657148,45.1155184667748,149964247,NULL
OECD members,OED,1994,562358577,50.9195265652563,214898185,41.4444115129908,518521495,NULL
Other small states,OSS,1994,7320132,50.4444779209018,2260504,41.7029149003762,5420496,NULL
Pacific island small states,PSS,1994,844967,48.9461397655128,202241,34.9888929641599,578013,NULL
Small states,SST,1994,11210929,50.3401509170215,3559115,41.416233898922,8593526,NULL
South Asia,SAS,1994,596342259,48.3471247839647,135101621,28.8466051366211,468344958,NULL
Sub-Saharan Africa (all income levels),SSF,1994,285344915,50.2165920846012,94292688,44.0199391895111,214204497,NULL
Sub-Saharan Africa (developing only),SSA,1994,285096135,50.2176276100776,94194354,44.0193948367716,213983758,NULL
Upper middle income,UMC,1994,966042047,49.283954494713,412097063,42.1126074254439,978559839,NULL
World,WLD,1994,2780855202,49.6826450153369,993065255,39.6849236186472,2502374113,NULL
Afghanistan,AFG,1994,7660474,48.2702579028677,587590,14.6299172957397,4016359,NULL
Albania,ALB,1994,1621588,50.5555566169124,594881,42.6780641088185,1393880,NULL
Algeria,DZA,1994,13998679,49.3571384120628,927961,12.490695521386,7429218,NULL
Angola,AGO,1994,6422945,50.7803584034544,2348458,49.4007644266064,4753890,NULL
Argentina,ARG,1994,17626205,51.0045339858535,5096823,36.2902138833081,14044621,NULL
Armenia,ARM,1994,1722530,52.3574420590265,732235,47.7437556930175,1533677,NULL
Australia,AUS,1994,8970118,50.238687760474,3734991,42.3032672472025,8829084,NULL
Austria,AUT,1994,4111978,51.813469281055,1646631,42.9069721083874,3837677,NULL
Azerbaijan,AZE,1994,3876790,51.0305365591297,1464057,45.8777587080524,3191213,NULL
Bahamas-The,BHS,1994,139346,50.5054312566373,65718,46.3825192148892,141687,NULL
Bahrain,BHR,1994,232224,42.2878224750569,46377,18.6952017382261,248069,NULL
Bangladesh,BGD,1994,56713908,48.9276963009811,19952481,39.0857826248569,51047925,NULL
Barbados,BRB,1994,136936,51.8667499952654,66530,47.5241442368135,139992,NULL
Belarus,BLR,1994,5430759,53.1021689363286,2448511,48.429150162722,5055862,NULL
Belgium,BEL,1994,5167647,51.0859010304878,1711786,41.1079102275434,4164128,NULL
Belize,BLZ,1994,100079,49.6231616735588,20423,30.2975907904106,67408,NULL
Benin,BEN,1994,2961176,51.1712703096049,970087,42.2434668934545,2296419,NULL
Bhutan,BTN,1994,247503,48.3988486102366,64000,35.0164960524372,182771,NULL
Bolivia,BOL,1994,3699012,49.8595472298724,1204024,39.9859719784957,3011116,NULL
Bosnia and Herzegovina,BIH,1994,2001600,50.1370653585341,556199,40.092713666003,1387282,NULL
Botswana,BWA,1994,776814,50.4708164001208,307983,46.8202292797648,657799,NULL
Brazil,BRA,1994,80917831,50.491435482034,29364872,39.6781661740463,74007634,NULL
Brunei Darussalam,BRN,1994,136071,47.3417228266353,44319,35.011257257969,126585,NULL
Bulgaria,BGR,1994,4302934,50.9609511826482,1837092,47.9549554017756,3830870,NULL
Burkina Faso,BFA,1994,5010318,51.0393124452839,2095356,48.5679073755279,4314281,NULL
Burundi,BDI,1994,3131093,51.0445398066299,1437793,52.3368034208008,2747193,NULL
Cabo Verde,CPV,1994,196995,52.0100960231068,48360,37.4651378989774,129080,NULL
Cambodia,KHM,1994,5331302,51.4840342384681,2259284,50.7074813198178,4455524,NULL
Cameroon,CMR,1994,6810983,50.2773454705948,2186048,43.8886409415814,4980897,NULL
Canada,CAN,1994,14699110,50.4917467075084,6705993,44.7342866651595,14990723,NULL
Central African Republic,CAF,1994,1656061,50.8978092004851,673801,46.2811330824439,1455887,NULL
Chad,TCD,1994,3405719,50.2829869436524,1153355,45.5060167424801,2534511,NULL
Channel Islands,CHI,1994,73712,51.4073702122911,29285,42.1306286865199,69510,NULL
Chile,CHL,1994,7089655,50.6838397686474,1828018,32.3360095775911,5653196,NULL
China,CHN,1994,579828378,48.6500545455544,303227082,44.9257335719655,674951877,NULL
Colombia,COL,1994,18573690,50.4397200931719,4128492,30.9324922616172,13346781,NULL
Comoros,COM,1994,232105,49.7749346463397,36180,26.5037470056919,136509,NULL
Congo-Dem. Rep.,ZAR,1994,20617210,50.5274101607315,7821610,49.5557374618746,15783460,NULL
Congo-Rep.,COG,1994,1328549,50.1346056021893,475776,46.7338667693462,1018054,NULL
Costa Rica,CRI,1994,1701861,49.6793348613944,393898,29.5802719085868,1331624,NULL
Cote d'Ivoire,CIV,1994,6714840,48.1220176985747,1676956,32.0921737439708,5225436,NULL
Croatia,HRV,1994,2398922,51.5897100755099,909052,43.020134069382,2113085,NULL
Cuba,CUB,1994,5388241,49.64549011442,1534252,33.4424065510194,4587744,NULL
Cyprus,CYP,1994,414196,49.4759701182322,133423,37.6132926255134,354723,NULL
Czech Republic,CZE,1994,5313801,51.4226158691975,2286405,44.4593804440211,5142683,NULL
Denmark,DNK,1994,2636152,50.6350501149325,1273372,45.7956879034723,2780550,NULL
Djibouti,DJI,1994,323040,49.7077913085225,53037,30.4806841300675,174002,NULL
Dominican Republic,DOM,1994,3857826,49.7588046616997,1082748,34.8672145174114,3105347,NULL
Ecuador,ECU,1994,5574332,49.7864863908966,1542668,34.3050825144744,4496908,NULL
Egypt-Arab Rep.,EGY,1994,30469700,49.7278998640295,4078985,23.2619604641026,17535001,NULL
El Salvador,SLV,1994,2840862,51.3903008893613,798391,37.3165525361193,2139509,NULL
Equatorial Guinea,GNQ,1994,211841,48.9017698645189,98334,44.5476331776442,220739,NULL
Eritrea,ERI,1994,1584958,50.3501572967888,594794,45.3074201932364,1312796,NULL
Estonia,EST,1994,784784,53.6599308922585,354020,48.4846658787212,730169,NULL
Ethiopia,ETH,1994,27761149,50.1406815964241,10800598,45.1091729812184,23943241,NULL
Fiji,FJI,1994,376512,49.174444209355,85436,30.3628861729387,281383,NULL
Finland,FIN,1994,2612724,51.3473412655738,1168460,46.9450898415544,2488993,NULL
France,FRA,1994,30241996,50.9749306166907,11652203,44.3018296618242,26301855,NULL
French Polynesia,PYF,1994,101611,48.023952661827,32057,38.5624924816552,83130,NULL
Gabon,GAB,1994,538255,50.8447278309127,176709,46.3778804262243,381020,NULL
Gambia-The,GMB,1994,517171,49.8897867796228,192569,45.0313703572924,427633,NULL
Georgia,GEO,1994,2551852,52.4899637883749,1166995,47.7180688288047,2445604,NULL
Germany,DEU,1994,41806124,51.3346901821727,16827929,42.2436551409048,39835400,NULL
Ghana,GHA,1994,8072713,49.4065918435893,3277455,48.7411015595582,6724212,NULL
Greece,GRC,1994,5337954,50.5821699198613,1601583,36.2385579543642,4419555,NULL
Guam,GUM,1994,67992,47.6114448972732,24771,38.1362194784001,64954,NULL
Guatemala,GTM,1994,5122573,50.6861104621864,1185363,33.3115352448955,3558416,NULL
Guinea,GIN,1994,3800761,50.4321233949044,1366359,45.7197972260795,2988550,NULL
Guinea-Bissau,GNB,1994,585162,50.6585081433732,193942,44.200786279984,438775,NULL
Guyana,GUY,1994,368513,50.9537768068249,91856,32.8493570028753,279628,NULL
Haiti,HTI,1994,3889042,50.6721446020677,1297907,45.1945961775446,2871819,NULL
Honduras,HND,1994,2722739,49.9083215577142,533617,29.1233527901259,1832265,NULL
Hong Kong SAR-China,HKG,1994,3000210,49.7102049487607,1133019,37.7822491765909,2998813,NULL
Hungary,HUN,1994,5396011,52.1688649138212,1896556,44.7115242938016,4241761,NULL
Iceland,ISL,1994,132587,49.8408791474293,70120,46.775043526406,149909,NULL
India,IND,1994,454613316,48.2295019155182,102565017,28.3921473298994,361244311,NULL
Indonesia,IDN,1994,96856798,49.9416530621093,32548771,38.5631194583046,84403885,NULL
Iran-Islamic Rep.,IRN,1994,29300153,49.2428853477669,1726722,11.5354707029366,14968804,NULL
Iraq,IRQ,1994,9714438,49.5460295982612,629232,14.1250184635042,4454734,NULL
Ireland,IRL,1994,1806320,50.3099196379843,533831,37.06449319436,1440276,NULL
Israel,ISR,1994,2728111,50.5299385096655,875101,42.8500777822772,2042239,NULL
Italy,ITA,1994,29235562,51.4317620515553,8359129,36.5210104197086,22888548,NULL
Jamaica,JAM,1994,1244638,50.5950173152329,566860,47.1029515999432,1203449,NULL
Japan,JPN,1994,63706981,50.9814913989871,26955657,40.515565173173,66531608,NULL
Jordan,JOR,1994,1926230,47.4324115188818,125761,12.699372811885,990293,NULL
Kazakhstan,KAZ,1994,8312310,51.6446578259175,3702640,47.4727258507265,7799510,NULL
Kenya,KEN,1994,13356855,50.1984753583769,4803773,47.0670658999454,10206230,NULL
Korea-Dem. Rep.,PRK,1994,11013867,51.2784618920165,6195779,48.2805781408042,12832860,NULL
Korea-Rep.,KOR,1994,22288978,49.9287839462475,8264385,39.4782191318378,20934037,NULL
Kyrgyz Republic,KGZ,1994,2295540,50.841402922175,843314,45.5468474467886,1851531,NULL
Lao PDR,LAO,1994,2377742,50.1349341143255,1073127,50.1679938029057,2139067,NULL
Latvia,LVA,1994,1356406,53.8097855268222,604546,48.329578649305,1250882,NULL
Lebanon,LBN,1994,1500490,50.4426239483206,187808,21.3971346378422,877725,NULL
Lesotho,LSO,1994,879519,50.9831211546109,349439,47.2266558907124,739919,NULL
Liberia,LBR,1994,1014621,50.2499569125195,328134,48.2405987624283,680203,NULL
Libya,LBY,1994,2275661,47.5533738669912,289012,19.9307761852975,1450079,NULL
Lithuania,LTU,1994,1931808,52.8228535754575,865536,47.5631690095568,1819761,NULL
Luxembourg,LUX,1994,205217,50.9317125171769,63887,37.2059029071934,171712,NULL
Macao SAR-China,MAC,1994,201942,51.5443498058875,72545,42.7928459351368,169526,NULL
Macedonia-FYR,MKD,1994,975562,49.8711509509678,315137,39.2711697970252,802464,NULL
Madagascar,MDG,1994,6539245,50.1485304093927,3039745,49.0145633838881,6201718,NULL
Malawi,MWI,1994,4919866,50.5866982972383,2023616,50.0516564825361,4043055,NULL
Malaysia,MYS,1994,9941891,49.2026870049241,2732254,34.2477458692497,7977909,NULL
Maldives,MDV,1994,120780,49.298123361113,17085,25.8159564823209,66180,NULL
Mali,MLI,1994,4725807,50.3623659470856,954836,37.7099233626442,2532055,NULL
Malta,MLT,1994,186604,50.7157137361774,40547,27.9401327168363,145121,NULL
Mauritania,MRT,1994,1135526,50.0950040697123,130265,21.2166619162018,613975,NULL
Mauritius,MUS,1994,557751,50.1193745848816,157351,32.7474828199077,480498,NULL
Mexico,MEX,1994,46642234,50.3349770412705,10985401,31.4579621849293,34920892,NULL
Moldova,MDA,1994,1928743,52.2552930346732,854540,48.8909231341362,1747850,NULL
Mongolia,MNG,1994,1151973,50.5141646879296,387238,46.449627131981,833673,NULL
Montenegro,MNE,1994,306381,50.2897975771181,104939,42.1306407579894,249080,NULL
Morocco,MAR,1994,13430546,50.2120409785379,2334339,26.2550634039684,8891005,NULL
Mozambique,MOZ,1994,8034712,52.2988869734002,3931371,55.7334544959653,7053880,NULL
Myanmar,MMR,1994,22518696,50.9886795180222,10689301,49.3249537877097,21671183,NULL
Namibia,NAM,1994,819129,51.009759451199,237943,45.3362065844703,524841,NULL
Nepal,NPL,1994,10344968,49.5937447161165,4853498,46.8635493357462,10356659,NULL
Netherlands,NLD,1994,7774699,50.5413808057863,2990802,40.9272699854207,7307602,NULL
New Caledonia,NCL,1994,92622,48.88172519918,30939,39.0239903130597,79282,NULL
New Zealand,NZL,1994,1836178,50.7231628781449,777799,43.8497021057806,1773784,NULL
Nicaragua,NIC,1994,2281234,50.461662471545,441533,29.6353148693056,1489888,NULL
Niger,NER,1994,4571680,50.5767838525302,727798,26.1339838958487,2784872,NULL
Nigeria,NGA,1994,52323042,49.476609136936,12076551,36.1385916994077,33417326,NULL
Norway,NOR,1994,2193391,50.5784376922108,985458,45.5049323353683,2165607,NULL
Oman,OMN,1994,875225,40.9071767329317,85282,11.2992359150404,754759,NULL
Pakistan,PAK,1994,57746141,48.2968905805779,4791304,13.9483618468649,34350299,NULL
Panama,PAN,1994,1328823,49.5326757917338,365296,33.6623736610467,1085176,NULL
Papua New Guinea,PNG,1994,2250724,48.9699706122389,925664,48.6316209769783,1903420,NULL
Paraguay,PRY,1994,2299727,49.4435010842312,761619,37.5708134943734,2027156,NULL
Peru,PER,1994,11816309,50.0280701956421,3648256,38.0054141413973,9599306,NULL
Philippines,PHL,1994,33807959,49.5426327855687,9821161,36.6348182855514,26808270,NULL
Poland,POL,1994,19834573,51.4613604963822,8057087,45.8879864532518,17558162,NULL
Portugal,PRT,1994,5177931,51.8232339339818,2118298,44.2546141688855,4786615,NULL
Puerto Rico,PRI,1994,1887538,51.7241907295082,477042,37.898254132691,1258744,NULL
Qatar,QAT,1994,167533,33.8328160119876,43832,15.0299006967685,291632,NULL
Romania,ROM,1994,11552151,50.8228938833975,5005489,45.4633507185278,11009943,NULL
Russian Federation,RUS,1994,78743902,53.0848223859413,33217168,47.1816094439557,70402787,NULL
Rwanda,RWA,1994,3104306,51.77306088222,1500223,52.0004547630362,2885019,NULL
Samoa,WSM,1994,80971,47.9725806642731,18408,31.7850606071071,57914,NULL
Sao Tome and Principe,STP,1994,62185,50.4265395157236,13010,34.5257682713232,37682,NULL
Saudi Arabia,SAU,1994,8113791,44.1605021429879,658139,11.5327502989471,5706696,NULL
Senegal,SEN,1994,4263051,50.3006795407177,1471421,42.7303037281469,3443507,NULL
Serbia,SRB,1994,3921392,50.6990980436407,1367671,41.2967833299616,3311810,NULL
Sierra Leone,SLE,1994,1953266,50.6216439867837,697783,50.6552015767523,1377515,NULL
Singapore,SGP,1994,1697599,49.6519301918876,663539,38.3016096120711,1732405,NULL
Slovak Republic,SVK,1994,2741874,51.2851446078537,1095379,44.6292510950755,2454397,NULL
Slovenia,SVN,1994,1025678,51.556036610268,436983,46.2092652652483,945661,NULL
Solomon Islands,SLB,1994,169895,48.6456692913386,50545,39.4448303041181,128141,NULL
Somalia,SOM,1994,3168520,50.4628907783531,617636,32.1191417574949,1922953,NULL
South Africa,ZAF,1994,19412697,50.7081044304035,5407660,40.7270752137346,13277801,NULL
Spain,ESP,1994,20061238,51.0529457082358,6117398,37.1933466118987,16447560,NULL
Sri Lanka,LKA,1994,8895169,49.718681488438,2270646,32.0692102414322,7080455,NULL
St. Lucia,LCA,1994,74046,50.9741019674795,28415,44.9590202841682,63202,NULL
St. Vincent and the Grenadines,VCT,1994,54052,49.9884397340214,16483,36.8722457105787,44703,NULL
Sudan,SDN,1994,11852285,49.787935881805,1753662,26.2424113912221,6682549,NULL
Suriname,SUR,1994,216100,49.3063794834353,49428,33.7599890717847,146410,NULL
Swaziland,SWZ,1994,491657,52.0700088856128,112883,40.5907946781733,278100,NULL
Sweden,SWE,1994,4442669,50.5955832355562,2116047,47.2918740016909,4474441,NULL
Switzerland,CHE,1994,3578479,51.1664889811002,1678516,43.0525050881497,3898765,NULL
Syrian Arab Republic,SYR,1994,6857092,49.1864263926074,849411,20.9269168797765,4058940,NULL
Tajikistan,TJK,1994,2853845,50.0445322326913,935385,44.0571782229515,2123116,NULL
Tanzania,TZA,1994,14635455,50.4144326780361,6993432,49.8359356683681,14032910,NULL
Thailand,THA,1994,29526167,50.2806126284887,13895559,44.4269489841201,31277320,NULL
Timor-Leste,TMP,1994,416905,49.4694761922843,96740,32.6972345588881,295866,NULL
Togo,TGO,1994,2136361,51.100691775925,830087,47.8597958734189,1734414,NULL
Tonga,TON,1994,47185,49.3164572838061,13159,38.0120168698365,34618,NULL
Trinidad and Tobago,TTO,1994,627675,50.2013091090572,190657,37.4911265409339,508539,NULL
Tunisia,TUN,1994,4361033,49.6378532454874,643497,23.0807885165817,2788020,NULL
Turkey,TUR,1994,29229712,50.7383033996092,6090127,29.6272536249697,20555827,NULL
Turkmenistan,TKM,1994,2073685,50.6331076554043,597299,40.3396423928276,1480675,NULL
Uganda,UGA,1994,9967277,50.3619980652071,4230672,50.8719914086886,8316309,NULL
Ukraine,UKR,1994,27722842,53.3942342618474,12306892,48.4704078808604,25390527,NULL
United Arab Emirates,ARE,1994,749434,33.4825698828699,135131,11.1409656036672,1212920,NULL
United Kingdom,GBR,1994,29745953,51.4051148813284,12687676,44.2317322255223,28684556,NULL
United States,USA,1994,133802158,50.8509830009476,60951155,45.1578596617374,134973525,NULL
Uruguay,URY,1994,1650484,51.5517846679352,605268,40.6889180195624,1487550,NULL
Uzbekistan,UZB,1994,11278261,50.4011287413349,3181956,40.4892626258706,7858765,NULL
Vanuatu,VUT,1994,79942,48.683080708122,34692,45.6738111538259,75956,NULL
Venezuela-RB,VEN,1994,10790169,49.6629279367683,2569902,31.5421224902191,8147524,NULL
Vietnam,VNM,1994,35928419,50.7288006607989,17268100,48.4765623859538,35621544,NULL
Virgin Islands (U.S.),VIR,1994,55744,51.9432234259843,21445,42.2029361986854,50814,NULL
West Bank and Gaza,WBG,1994,1167686,49.346521624248,61612,13.0934469011127,470556,NULL
Yemen-Rep.,YEM,1994,7233511,49.432556662157,608561,18.4350080397054,3301116,NULL
Zambia,ZMB,1994,4546219,50.4114388756373,1812047,47.6039944284805,3806502,NULL
Zimbabwe,ZWE,1994,5773157,50.3028150599727,2158827,46.3239861819432,4660279,NULL
Arab World,ARB,1995,123403498,48.879275672765,14944311,20.4899597728404,72934802,NULL
Caribbean small states,CSS,1995,3069489,50.4570881799205,1097781,41.9343378954618,2617856,NULL
Central Europe and the Baltics,CEB,1995,56613025,51.50702225636,23222630,45.5265486380418,51008981,NULL
East Asia & Pacific (all income levels),EAS,1995,945149414,49.2651975903175,450602361,43.916440678404,1026044808,NULL
East Asia & Pacific (developing only),EAP,1995,842293911,49.10512829463,408256181,44.3037530715194,921493445,NULL
Euro area,EMU,1995,162326653,51.2217420081712,58881749,41.391808407959,142254595,NULL
Europe & Central Asia (all income levels),ECS,1995,440998918,51.6543475126538,168227107,43.4676207476106,387017057,NULL
Europe & Central Asia (developing only),ECA,1995,124165222,51.5157200608492,44208582,42.8242972959817,103232476,NULL
European Union,EUU,1995,248067859,51.2537359769409,94913436,42.7336458231964,222104697,NULL
Fragile and conflict affected situations,FCS,1995,147651475,49.9988246190758,41371186,39.7621323909155,104046704,NULL
Heavily indebted poor countries (HIPC),HPC,1995,207424258,50.2461894042656,72499358,44.43953705018,163141573,NULL
High income,HIC,1995,624949896,51.0334964836362,248754919,42.5661499803459,584396090,NULL
High income: nonOECD,NOC,1995,135494769,51.2516179876285,48934895,41.5339475097507,117819024,NULL
High income: OECD,OEC,1995,489455127,50.9734421284706,199820024,42.8267995006278,466577066,NULL
Latin America & Caribbean (all income levels),LCN,1995,245034040,50.4030007049544,74305474,36.704791046544,202440801,NULL
Latin America & Caribbean (developing only),LAC,1995,204279078,50.3568953448381,62836361,36.9526869714152,170045444,NULL
Least developed countries: UN classification,LDC,1995,293157864,50.0970300380689,105673817,44.0475705916228,239908393,NULL
Low & middle income,LMY,1995,2197426746,49.3012338703177,762428083,38.8545345684029,1962262817,NULL
Low income,LIC,1995,187868779,50.4519111544207,72567477,46.6401907592923,155590013,NULL
Lower middle income,LMC,1995,1031437420,49.1103560546153,269720600,33.2232928145434,811841865,NULL
Middle East & North Africa (all income levels),MEA,1995,139222076,48.8759176304801,15021649,18.6133363362525,80703691,NULL
Middle East & North Africa (developing only),MNA,1995,125111969,49.4836303097291,12847564,18.5623584956924,69212998,NULL
Middle income,MIC,1995,2009557967,49.1963369448718,689860606,38.1840366707596,1806672804,NULL
North America,NAC,1995,150138840,50.785720270358,68646374,45.1775403628021,151948011,NULL
OECD members,OED,1995,566698487,50.9087486245489,217653339,41.5999739865104,523205469,NULL
Other small states,OSS,1995,7470155,50.4360423729457,2318732,41.79846548126,5547408,NULL
Pacific island small states,PSS,1995,858767,48.952117653765,211002,35.5762454096962,593099,NULL
Small states,SST,1995,11398411,50.326755408199,3627515,41.4177217155445,8758363,NULL
South Asia,SAS,1995,608656167,48.3457260122393,136784629,28.6449720912068,477517065,NULL
Sub-Saharan Africa (all income levels),SSF,1995,293177187,50.2108004179134,97595407,44.1633217673532,220987472,NULL
Sub-Saharan Africa (developing only),SSA,1995,292920399,50.2118518320639,97494765,44.1629612896295,220761389,NULL
Upper middle income,UMC,1995,978120547,49.2873313436642,420140006,42.2323019449237,994830939,NULL
World,WLD,1995,2822376642,49.674589691581,1011183002,39.7062597591961,2546658907,NULL
Afghanistan,AFG,1995,8090080,48.2341296079385,613044,14.4363583614661,4246528,NULL
Albania,ALB,1995,1618644,50.776460242564,590893,42.939372579227,1376110,NULL
Algeria,DZA,1995,14264840,49.3519649325533,994396,12.7914063631585,7773938,NULL
Angola,AGO,1995,6622323,50.7743048852129,2405276,49.0933368494144,4899394,NULL
Argentina,ARG,1995,17851866,51.0128842504625,5287428,36.7599597904873,14383661,NULL
Armenia,ARM,1995,1694939,52.5860386643844,721357,48.0186307949974,1502244,NULL
Australia,AUS,1995,9080007,50.2435120556012,3865380,42.7192358904444,9048336,NULL
Austria,AUT,1995,4111983,51.7342580736358,1654405,42.8818740649426,3858052,NULL
Azerbaijan,AZE,1995,3923551,51.0546653719061,1489529,46.057328275526,3234076,NULL
Bahamas-The,BHS,1995,141746,50.5962855745651,66799,46.7593467593468,142857,NULL
Bahrain,BHR,1995,239078,42.4100189807177,49143,19.1126425873998,257123,NULL
Bangladesh,BGD,1995,57953179,48.9354650338424,20270275,38.7735249241043,52278649,NULL
Barbados,BRB,1995,137471,51.8832889244495,67697,47.6524664939746,142064,NULL
Belarus,BLR,1995,5413359,53.1033843317308,2417040,48.41484566496,4992353,NULL
Belgium,BEL,1995,5178587,51.0869409050303,1732706,41.3529703773711,4190040,NULL
Belize,BLZ,1995,102722,49.6332660101854,21223,29.8532866326258,71091,NULL
Benin,BEN,1995,3058091,51.090306195242,1017475,42.6865363566073,2383597,NULL
Bhutan,BTN,1995,246666,48.4707121480378,63592,34.963327871917,181882,NULL
Bolivia,BOL,1995,3772686,49.8589612719706,1257489,40.4274902908876,3110480,NULL
Bosnia and Herzegovina,BIH,1995,1946264,50.1707792016968,545685,39.5295585201326,1380448,NULL
Botswana,BWA,1995,794948,50.4315510270629,320494,46.8296945273254,684382,NULL
Brazil,BRA,1995,82208921,50.5108253043866,30439813,40.0803099001212,75947050,NULL
Brunei Darussalam,BRN,1995,140303,47.5587268228196,47002,35.8454592599372,131124,NULL
Bulgaria,BGR,1995,4289197,51.025015685353,1799844,47.6719377859074,3775479,NULL
Burkina Faso,BFA,1995,5147242,51.0139272276488,2156698,48.5196291294423,4445001,NULL
