CountryName,CountryCode,Year,PopulationFemale,PopulationFemalePercentOfTotal,LaborForceFemale,LaborForceFemalePercentOfTotalLaborForce,LaborForceTotal,ProportionOfSeatsHeldByWomenInNationalParliamentsPercent
French Polynesia,PYF,2007,126893,48.7373300916804,44190,41.0237843257394,107718,NULL
Gabon,GAB,2007,717143,49.7704215831472,241956,45.993905649725,526061,16.7
Gambia-The,GMB,2007,775104,50.4485740915268,302921,47.4358392147713,638591,9.4
Georgia,GEO,2007,2314596,52.7435169868795,1074428,46.8532929235667,2293175,9.4
Germany,DEU,2007,41975929,51.0244072331644,18930203,45.2271227754372,41855864,31.6
Ghana,GHA,2007,11329833,50.2921359207399,4621090,49.6724274166251,9303129,10.9
Greece,GRC,2007,5675140,50.8388326900124,2066078,40.6096644600819,5087651,14.7
Guam,GUM,2007,77708,49.0791501402117,28420,40.7192492298875,69795,NULL
Guatemala,GTM,2007,7062183,51.1840331407664,2053753,37.4977588103857,5477002,12
Guinea,GIN,2007,5073909,49.9768382650969,1845851,45.4015756553137,4065610,19.3
Guinea-Bissau,GNB,2007,769390,50.3744413497435,300189,46.7700673064938,641840,14
Guyana,GUY,2007,376159,50.4479385439047,97014,33.4760749617841,289801,29
Haiti,HTI,2007,4833952,50.5804462047442,1823234,47.1914224614765,3863486,4.1
Honduras,HND,2007,3567545,50.0094831082222,906865,33.3954942882258,2715531,23.4
Hong Kong SAR-China,HKG,2007,3639241,52.6183219002333,1686713,45.9866231677879,3667834,NULL
Hungary,HUN,2007,5282698,52.5339477658196,1943534,45.2794310570693,4292311,11.1
Iceland,ISL,2007,154768,49.674377486371,87027,46.5596661584143,186915,33.3
India,IND,2007,568083055,48.15546108826,129925964,27.6641951593147,469653873,9.1
Indonesia,IDN,2007,115460309,49.7037815798003,41802563,37.5772523635384,111244331,11.6
Iran-Islamic Rep.,IRN,2007,35208858,49.0915174342795,4693598,19.0420871850139,24648548,4.1
Iraq,IRQ,2007,14051716,49.4368997976255,1158154,16.8102801369841,6889558,25.5
Ireland,IRL,2007,2203345,50.0880688472802,957533,42.921877255282,2230874,13.3
Israel,ISR,2007,3636590,50.6481800703449,1366288,46.563766303255,2934230,14.2
Italy,ITA,2007,30027525,51.3832886031,9835872,40.1558898385007,24494220,17.3
Jamaica,JAM,2007,1343289,50.452524323321,560584,44.4991637315908,1259763,13.3
Japan,JPN,2007,65593520,51.2445369849269,27703541,41.3952977694955,66924367,9.4
Jordan,JOR,2007,2733646,48.2890997433077,261260,17.5046699666871,1492516,6.4
Kazakhstan,KAZ,2007,8036390,51.9006118725438,4077126,49.3603809046,8259916,15.9
Kenya,KEN,2007,18629937,50.0125286774366,6498472,46.447370189101,13991044,7.2
Korea-Dem. Rep.,PRK,2007,12337410,51.1672119358268,6942104,48.0641155449013,14443424,20.1
Korea-Rep.,KOR,2007,24361405,50.1287686342982,10144364,41.4067064538837,24499326,14.4
Kuwait,KWT,2007,1074242,42.316466102653,328933,25.6263370869151,1283574,1.5
Kyrgyz Republic,KGZ,2007,2665849,50.6007243919749,1028329,42.5472959665821,2416908,25.6
Lao PDR,LAO,2007,3001340,50.5307229368005,1433337,50.7587768488158,2823821,25.2
Latvia,LVA,2007,1193585,54.2458291462841,558151,48.8669095926583,1142186,20
Lebanon,LBN,2007,1999807,48.94977904385,307691,21.9740674138687,1400246,4.7
Lesotho,LSO,2007,999069,51.0861317123257,371470,46.7434251918963,794700,23.5
Liberia,LBR,2007,1754034,49.7974498181179,582251,47.9871001665638,1213349,12.5
Libya,LBY,2007,2917196,48.4761691742855,618499,27.1536000639219,2277779,7.7
Lithuania,LTU,2007,1733250,53.6394894593151,761192,49.4577587187109,1539075,22.7
Luxembourg,LUX,2007,242671,50.5572934770015,94130,43.5090087175173,216346,23.3
Macao SAR-China,MAC,2007,256857,52.0984864772769,141296,48.2029973356259,293127,NULL
Macedonia-FYR,MKD,2007,1028859,50.153332290157,357910,39.7397391840202,900635,29.2
Madagascar,MDG,2007,9724935,50.2034971705946,4660839,49.2756358187994,9458709,7.9
Malawi,MWI,2007,6779472,50.2243491939809,3046193,51.106290490487,5960505,13
Malaysia,MYS,2007,12995340,48.6159565975815,4063557,35.8814120733629,11324964,10
Maldives,MDV,2007,173820,49.8052390536108,64537,41.6738773876096,154862,12
Mali,MLI,2007,6840521,49.7158851813321,1572689,36.6169450073761,4294976,10.2
Malta,MLT,2007,205317,50.4805545356211,55063,32.8093810888594,167827,9.2
Mauritania,MRT,2007,1656063,49.7572473511133,257681,25.2075348402231,1022238,22.1
Mauritius,MUS,2007,625096,50.425994548243,195316,35.6546184738956,547800,17.1
Mexico,MEX,2007,56898769,50.2908642573893,16913994,35.8143545313634,47226857,23.2
Moldova,MDA,2007,1861329,52.0373582491675,643313,49.0557736022285,1311391,21.8
Mongolia,MNG,2007,1304396,50.308858150492,528466,46.4402183226138,1137949,6.6
Montenegro,MNE,2007,312959,50.815400134499,111956,43.6475633528265,256500,11.1
Morocco,MAR,2007,15738875,50.7520285655671,3063344,27.1888831168186,11266899,10.5
Mozambique,MOZ,2007,11525423,51.5456623915674,5570471,54.0133101978107,10313145,34.8
Myanmar,MMR,2007,25939795,51.1645006133674,13658443,49.5894246448179,27543056,NULL
Namibia,NAM,2007,1069444,51.337238271983,382010,47.8753068889761,797927,26.9
Nepal,NPL,2007,13228518,50.7547244302489,6628759,49.4577948288649,13402860,17.3
Netherlands,NLD,2007,8274888,50.5130130654556,3998539,45.310527917744,8824746,39.3
New Caledonia,NCL,2007,118408,49.5632891534593,41764,40.5306522519725,103043,NULL
New Zealand,NZL,2007,2153033,50.9738389687073,1053363,46.4214887833564,2269128,33.1
Nicaragua,NIC,2007,2798888,50.6850359436296,840006,37.4976898909629,2240154,18.5
Niger,NER,2007,7226436,49.7427006509182,1458792,30.8101326777591,4734780,12.4
Nigeria,NGA,2007,72431259,49.2219010995817,19523350,42.7582176194163,45659878,7
Norway,NOR,2007,2368243,50.2902100333631,1185899,47.1314156446704,2516154,36.1
Oman,OMN,2007,1126554,43.4334072289157,193726,19.0433593600245,1017289,0
Pakistan,PAK,2007,77516188,48.518068160873,10309730,19.3205350208017,53361514,21.1
Panama,PAN,2007,1709348,49.7135002986856,573865,36.8535465433645,1557150,16.7
Papua New Guinea,PNG,2007,3129942,49.0012790666727,1357497,48.3353723843652,2808496,0.9
Paraguay,PRY,2007,2942797,49.3248085870979,1085746,39.0449935197479,2780756,10
Peru,PER,2007,14156100,50.0343409312231,6426985,44.0776465183962,14581053,29.2
Philippines,PHL,2007,44141701,49.6166458128919,13807079,38.2578881123749,36089496,20.5
Poland,POL,2007,19655158,51.5605180378072,7778881,44.8403471303526,17347950,20.4
Portugal,PRT,2007,5459327,51.7817072714167,2623259,46.9972981461101,5581723,28.3
Puerto Rico,PRI,2007,1966717,51.988351630539,588851,41.7663330661692,1409870,NULL
Qatar,QAT,2007,332960,28.2419600408837,116505,14.155637286171,823029,0
Romania,ROM,2007,10715285,51.3110859312246,4439193,44.9485094126531,9876174,9.4
Russian Federation,RUS,2007,76477693,53.5538990437152,37801843,49.2904201084991,76692069,14
Rwanda,RWA,2007,4959761,52.3121778387553,2540058,54.1885744932951,4687442,48.8
Samoa,WSM,2007,88053,48.3175846969348,14286,27.4119272392355,52116,8.2
Sao Tome and Principe,STP,2007,80487,50.2842612954818,19516,36.8143061948238,53012,1.8
Saudi Arabia,SAU,2007,11462922,43.9469869138071,1324434,14.56845203721,9091110,0
Senegal,SEN,2007,6068241,51.0054945562959,2267520,44.6906410049718,5073814,22
Serbia,SRB,2007,3774168,51.1295455936917,1453075,43.7670556201469,3320020,20.4
Sierra Leone,SLE,2007,2731545,50.6675993135363,1010548,50.162144345945,2014563,13.2
Singapore,SGP,2007,2317437,50.5042379909504,1053845,42.5270685863965,2478057,24.5
Slovak Republic,SVK,2007,2768860,51.5173057691338,1183673,44.6779487005279,2649345,19.3
Slovenia,SVN,2007,1027506,50.9139746571418,476379,45.7811537474641,1040557,12.2
Solomon Islands,SLB,2007,241664,49.111212721638,77170,40.0217819728244,192820,0
Somalia,SOM,2007,4482776,50.3173021933401,869367,33.2818429055761,2612136,8.2
South Africa,ZAF,2007,24782347,50.9332654238234,8047883,44.9660481286745,17897688,33
Spain,ESP,2007,22873494,50.5750843992257,9497526,42.2427078099803,22483232,36.6
Sri Lanka,LKA,2007,10212298,50.9621114882666,2850808,33.8925243344741,8411318,5.8
St. Lucia,LCA,2007,86755,50.9885627637441,39483,46.5042048479423,84902,11.1
St. Vincent and the Grenadines,VCT,2007,53969,49.4905959706187,21237,40.495395000286,52443,18.2
Sudan,SDN,2007,16761800,49.8300134728741,2942768,28.8459947467332,10201652,18.1
Suriname,SUR,2007,249751,49.8551760344783,68892,36.3914890020496,189308,25.5
Swaziland,SWZ,2007,578718,50.99497467954,151028,39.7681760850618,379771,10.8
Sweden,SWE,2007,4605335,50.3420290526406,2301653,47.4367612006896,4852045,47
Switzerland,CHE,2007,3847587,50.9538777120691,1965217,45.6260373553565,4307227,28.5
Syrian Arab Republic,SYR,2007,9529634,49.0570971898573,893795,16.1830670360777,5523026,12
Tajikistan,TJK,2007,3531675,49.7487611319927,1302937,43.672289815686,2983441,17.5
Tanzania,TZA,2007,20912048,50.3637733862749,10231821,50.1786886910107,20390770,30.4
Thailand,THA,2007,33570075,50.5927171486714,17667483,45.7719418542537,38598937,11.7
Timor-Leste,TMP,2007,499218,49.2717151292308,80050,31.979066794503,250320,29.2
Togo,TGO,2007,2995283,50.8501270029577,1390158,51.5288808791385,2697823,11.1
Tonga,TON,2007,51037,49.9535084027445,17340,42.5229290303595,40778,3.3
Trinidad and Tobago,TTO,2007,660704,50.4639261873119,274597,41.3725407477272,663718,26.8
Tunisia,TUN,2007,5142968,50.2974788024567,962210,26.7519019036691,3596791,22.8
Turkey,TUR,2007,35351421,50.8540182668922,6099840,26.5018031691601,23016698,9.1
Turkmenistan,TKM,2007,2463462,50.7069336909392,798685,39.5529986460507,2019278,16
Uganda,UGA,2007,15034802,50.1294446998092,5893357,49.6030982509423,11881026,30.7
Ukraine,UKR,2007,24979459,53.7084666293442,11367867,48.9156081428401,23239754,8.2
United Arab Emirates,ARE,2007,1604485,26.6964775960467,477814,12.2552264649735,3898859,22.5
United Kingdom,GBR,2007,31255016,50.9682982452526,14278195,45.6376042074496,31286031,19.5
United States,USA,2007,152292131,50.5565583849094,71423162,45.8059790420436,155925413,16.8
Uruguay,URY,2007,1728804,51.7644733887267,726409,43.8952039161965,1654871,12.1
Uzbekistan,UZB,2007,13633657,50.7431027264345,4572287,40.6975561191815,11234795,17.5
Vanuatu,VUT,2007,107974,49.0889086908291,42433,43.530401419793,97479,3.8
Venezuela-RB,VEN,2007,13835712,50.0013823306485,4841027,38.9062166097355,12442811,18.6
Vietnam,VNM,2007,42706978,50.7097346522124,23296448,48.499198714796,48034707,25.8
Virgin Islands (U.S.),VIR,2007,56009,52.138738032585,24690,45.3243749311598,54474,NULL
West Bank and Gaza,WBG,2007,1722461,49.2906876807238,146599,17.9372290585093,817289,NULL
Yemen-Rep.,YEM,2007,10741023,49.495281461474,1442923,25.1465960967542,5738045,0.3
Zambia,ZMB,2007,6389755,50.1602756832814,2524878,46.6244053716126,5415357,15.2
Zimbabwe,ZWE,2007,6715142,50.4981501448586,3286300,49.0038702962406,6706205,16
Arab World,ARB,2006,156159331,48.6610283373166,21826611,21.5212293510285,101418976,9.35781922525107
Caribbean small states,CSS,2006,3314287,50.5170969767682,1255815,42.4048653919921,2961489,17.2464367816092
Central Europe and the Baltics,CEB,2006,54783845,51.683203632817,22373531,45.3392183013307,49346967,17.0997873245427
East Asia & Pacific (all income levels),EAS,2006,1045335679,49.2391309768759,512976610,43.6640106890695,1174827053,17.3472275074749
East Asia & Pacific (developing only),EAP,2006,936553415,49.0570379966262,466524464,43.8405191410558,1064139918,17.6312228828539
Euro area,EMU,2006,169201849,51.1132628458185,69478151,44.0294989008176,157799098,23.0403712296984
Europe & Central Asia (all income levels),ECS,2006,451231960,51.6480272983706,185355264,44.7340820184487,414349092,19.5395054945055
Europe & Central Asia (developing only),ECA,2006,128438381,51.5547549109535,44493829,41.7942836480869,106459121,11.7261940979617
European Union,EUU,2006,254873410,51.1606941690536,106470807,44.5452239307645,239017332,22.6045774162416
Fragile and conflict affected situations,FCS,2006,193772692,49.9360073155148,56779329,40.264359416479,141016352,12.224341305229
Heavily indebted poor countries (HIPC),HPC,2006,281870608,50.1607477927579,103042908,45.3018518622567,227458496,17.1080929243851
High income,HIC,2006,665393906,50.8886042371831,286693560,44.0254712252078,651199295,20.7924041431946
High income: nonOECD,NOC,2006,143661560,50.9796445283911,59238137,42.9974567045196,137771251,15.7487147071218
High income: OECD,OEC,2006,521732346,50.8635929126969,227455424,44.3013245743053,513428044,22.1787906868991
Latin America & Caribbean (all income levels),LCN,2006,287783863,50.509209719998,105804740,40.2993600180868,262546953,20.3485967858
Latin America & Caribbean (developing only),LAC,2006,240819549,50.4627980335538,89471370,40.4500622687212,221189705,20.0344063792085
Least developed countries: UN classification,LDC,2006,386270392,50.0952196461401,145036412,44.5312068808188,325696122,15.9448201244252
Low & middle income,LMY,2006,2593382859,49.2809130226234,939722648,39.0324057116542,2407544786,15.3743181381035
Low income,LIC,2006,252429021,50.3341776239939,100849842,47.2169278992697,213588324,17.7434645115952
Lower middle income,LMC,2006,1248342719,49.0710348891391,349182536,33.6908488777229,1036431392,11.9174285714286
Middle East & North Africa (all income levels),MEA,2006,172038361,48.6089638501107,24039799,20.8184238017203,115473671,8.06238845144357
Middle East & North Africa (developing only),MNA,2006,152835577,49.4612347138311,20279326,20.8766721427547,97138686,8.63830445544554
Middle income,MIC,2006,2340953838,49.1699646745634,838872806,38.2356176293489,2193956461,14.710121656898
North America,NAC,2006,167294566,50.5497372369137,79139286,45.8513406287603,172599721,18.1654104979812
OECD members,OED,2006,612689498,50.8103633917837,249723331,42.9021267086435,582076814,21.1906950325312
Other small states,OSS,2006,9059731,50.2416749539352,3111993,43.3691022503075,7175597,13.4000716332378
Pacific island small states,PSS,2006,984086,49.0753055593373,256187,36.7199336086263,697681,NULL
Small states,SST,2006,13358104,50.2216773182532,4623995,42.6773868489638,10834767,12.7586303939962
South Asia,SAS,2006,742550682,48.3655751130341,180544405,29.2511780942969,617220967,12.8561137440758
Sub-Saharan Africa (all income levels),SSF,2006,392541654,50.1056670929797,138556105,45.9210730905832,301726625,16.6404764922063
Sub-Saharan Africa (developing only),SSA,2006,392185255,50.10688484852,138409254,45.9226651382431,301396388,16.5670233337631
Upper middle income,UMC,2006,1092611119,49.2834844367625,489690270,42.3049385743411,1157525069,16.9785771668303
World,WLD,2006,3258776765,49.6008729771169,1226416208,40.0954174171723,3058744081,16.9859355152563
Afghanistan,AFG,2006,12173857,48.340387192228,894028,14.1698547841415,6309366,27.3
Albania,ALB,2006,1488492,49.7399812045664,533739,41.4266265961707,1288396,7.1
Algeria,DZA,2006,16709394,49.5103013606671,1585240,15.3274368216038,10342499,6.2
Angola,AGO,2006,9369934,50.5350196939649,3101880,46.2498384100533,6706791,15
Argentina,ARG,2006,20208231,51.0840989667267,7294008,40.5313276701414,17995976,35
Armenia,ARM,2006,1509379,50.2764175538887,619158,44.0943906164874,1404165,5.3
Australia,AUS,2006,10365156,50.0782967168955,4841866,44.8149093944627,10804141,24.7
Austria,AUT,2006,4248925,51.3860181885638,1882442,45.3535347694644,4150596,32.2
Azerbaijan,AZE,2006,4298782,50.6659961623789,1973456,48.3980347041388,4077554,11.3
Bahamas-The,BHS,2006,171812,51.1648267872937,88507,48.3103627084414,183205,20
Bahrain,BHR,2006,369293,39.2527487011165,94299,19.8663902617841,474666,2.5
Bangladesh,BGD,2006,71166785,49.135017542691,26245603,38.8476605453515,67560318,15.1
Barbados,BRB,2006,143022,52.0004363001745,75225,48.6905809859155,154496,13.3
Belarus,BLR,2006,5124448,53.3574387864043,2222407,48.8815499344003,4546515,29.1
Belgium,BEL,2006,5383773,51.0409016827639,2064668,44.4883054513079,4640923,34.7
Belize,BLZ,2006,144783,49.7962173818835,40856,36.0501539737583,113331,6.7
Benin,BEN,2006,4260272,50.4549359008598,1589980,46.7659332656444,3399868,7.2
Bhutan,BTN,2006,310396,46.5417141486235,129906,40.8383579903049,318098,2.7
Bolivia,BOL,2006,4629481,49.8686734145935,1828735,43.3490667340504,4218626,16.9
Bosnia and Herzegovina,BIH,2006,1926514,50.1891882879372,513175,36.5076575910033,1405664,14.3
Botswana,BWA,2006,949327,50.0786792644926,442379,47.167823705089,937883,11.1
Brazil,BRA,2006,96633454,50.6734899563127,41842546,43.0660002491995,97159118,8.8
Brunei Darussalam,BRN,2006,178946,48.6068178731495,71552,40.3603278374125,177283,NULL
Bulgaria,BGR,2006,3950457,51.3111685304339,1609751,46.2788094214081,3478376,22.1
Burkina Faso,BFA,2006,7003717,50.6261260593768,2954828,47.8332308622753,6177354,11.7
Burundi,BDI,2006,4158805,50.6056166472177,1916499,51.4128825486639,3727663,30.5
Cabo Verde,CPV,2006,243893,50.9953686763614,76188,38.4642180992048,198075,15.3
Cambodia,KHM,2006,6957927,51.4435623155317,3511386,50.0852682483751,7010816,9.8
Cameroon,CMR,2006,9314326,50.0848061921883,3261507,45.4136363705984,7181779,8.9
Canada,CAN,2006,16425513,50.4306372770583,8362054,46.6688443831797,17917851,20.8
Central African Republic,CAF,2006,2096220,50.791449323401,883981,46.8274514353399,1887741,10.5
Chad,TCD,2006,5218386,50.0631066992491,1715946,45.1164743678565,3803369,6.5
Channel Islands,CHI,2006,78918,50.7788823472638,34586,44.6035000838266,77541,NULL
Chile,CHL,2006,8250111,50.6772041891609,2479694,35.6744152522341,6950903,15
China,CHN,2006,636683066,48.5639475921209,340618751,44.4012942053578,767136988,20.3
Colombia,COL,2006,22194544,50.6311561633356,8282594,40.8899830280726,20255802,8.4
Comoros,COM,2006,314520,49.6233910894994,60397,29.2063599524164,206794,3
Congo-Dem. Rep.,ZAR,2006,29124797,50.2785876115459,11129343,50.0764306832669,22224713,8.4
Congo-Rep.,COG,2006,1803554,50.0348582850501,711549,48.7667287831363,1459087,8.5
Costa Rica,CRI,2006,2148774,49.8695457425402,697589,35.4183040782464,1969572,38.6
Cote d'Ivoire,CIV,2006,9010537,48.7414580411364,2524444,36.375834613012,6939893,8.5
Croatia,HRV,2006,2301313,51.8313762241566,911009,45.8710196206187,1986023,21.7
Cuba,CUB,2006,5605428,49.7146702244457,1804114,37.0714500884193,4866586,36
Cyprus,CYP,2006,517200,49.3373512939608,227286,42.3149746150366,537129,14.3
Czech Republic,CZE,2006,5246835,51.2441055209592,2281626,44.0894850211276,5174989,15.5
Denmark,DNK,2006,2744478,50.4752700757403,1376840,46.9453025374549,2932860,36.9
Djibouti,DJI,2006,392470,49.7464322427152,83840,33.6856992474557,248889,10.8
Dominican Republic,DOM,2006,4686448,50.0083392618745,1576465,38.6268907443603,4081263,19.7
Ecuador,ECU,2006,6973890,49.9294433001205,2697024,40.0860035546471,6728094,25
Egypt-Arab Rep.,EGY,2006,37825860,49.5918906352252,5241636,21.8751173751241,23961636,2
El Salvador,SLV,2006,3126615,52.3935594404141,977881,40.6324390200324,2406651,16.7
